序号,MD5,名称,介绍,模型UID,模型参数及说明,是否有示例数据（资源）,display_name_en
1,6d5b39c521ff401cf5be921180e1c151,1978Texas冬小麦产量区域尺度的估计,,16488859-aaab-4b71-80b2-57bd214dffd5,"输入: a-回归系数(REAL), b-回归系数(REAL), c-回归系数(REAL), y-农业气象学模型的估计结果(REAL), I_green-MSS数据得到的绿度指数值(REAL) | 输出: double-小麦产量(REAL)",,1978 Texas Winter Wheat Yield Estimation
1449,24e924eb98207e6279732a690e841964,光利用效率模型,,b4711ad6-596b-4720-bd37-1649f42c2815,"输入: C-叶绿素a浓度(REAL), K-海水的总吸收光系数(REAL), Kc-参数(REAL), Ec-能量转换效率(REAL) | 输出: double-光利用效率(REAL)",,Light Utilization Efficiency Model
1450,34a8813f0328707b0f00de1177d3fa87,量子产值模型,,d24b0952-01ab-44c7-829d-c86e3b040491,"输入: Rps-光合储存光能(REAL), Rpuabs-光合利用光(REAL) | 输出: double-量子产值(REAL)",,Quantum Production Value Model
1451,e399e98d857e86c7e981aee5f2f490f0,光合利用光模型,,d7c17bf5-be7f-4e6b-82be-daa7bacff02a,"输入: Rpaabs-水体吸收的光合可用光(REAL), C-叶绿素a浓度(REAL), K-海水的总吸收光系数(REAL), Kc-参数(INT) | 输出: double-光合利用光(REAL)",,Photosynthetic Utilization Light Model
1452,5d50d5f6e4317537db61c1fd26a4f5b0,侧柏、油松混交林混交效益模型,,49fd8fc4-5c6c-472c-aba1-b282ea1183c8,"输入: F1-混交林值(REAL), F2-侧柏纯林值(REAL) | 输出: double-侧柏、油松混交林混交效益(REAL)",,Mixed Benefit Model Of Platycladus Orientalis And Pinus Tabulaeformis Mixed Forest
1453,19a60bb8a0573d547bfaf5039336c509,泥炭样本中的气体流通率,,47931d82-262f-4f29-940c-242a64ed04bc,"输入: D-周围环境的温度、压力和湿度条件下，纯净气体的密度(REAL), V-有效顶部空间的容积(REAL), t-时间间隔(REAL), C-最终的气体摩尔浓度(INT), Ca-最初的气体摩尔浓度(REAL), M-泥炭样本的干量(REAL) | 输出: double-泥炭样本中的气体流通率(REAL)",,Gas Flow Rates In Peat Samples
1454,ef5c0c51defc1124242f300fa08a1ea3,存储在分解者中的能量变化率,,1b34c9e4-60f6-47e6-8851-ff6552e0c7ba,"输入: k1-枯枝落叶转移到分解者的能量速率(REAL), x1t-存储在枯枝落叶中的能量(REAL), k2-分解者因呼吸作用的能量消耗速率(REAL), x2t-存储在分解者中的能量(REAL) | 输出: double-存储在分解者中的能量变化率(REAL)",,Rate Of Change Of Energy Stored In The Decomposer
1455,b6e0986fe3528b97eb2c4b2936421aaa,存储在枯枝落叶中的能量变化率,,12e0d3bf-4769-49dc-9768-cacf910cab76,"输入: k1-枯枝落叶转移到分解者的能量速率(REAL), x1t-存储在枯枝落叶中的能量(REAL), Ut-输入变量(REAL) | 输出: double-存储在枯枝落叶中的能量变化率(REAL)",,Rate Of Change Of Energy Stored In Litter
1456,1f09c437ca1fddd7bd1f51ff93f31f00,各防治措施所挽回的损失模型,,23c50dcc-02af-4376-9c2a-f07ddb0d3eee,"输入: N-油松毛虫幼虫密度(REAL), W-油松针叶重(REAL), Ri-第i种措施防治效果(REAL), S-油松密度(REAL), Wpie-参数(REAL) | 输出: double-各防治措施所挽回的损失(REAL)",,Model Of Losses Recovered By Each Prevention And Control Measure
1457,e8415dc71a18a03b095096f6f0ca0544,从蒸腾面到大气的水流通量模型,,881194de-4470-4355-8f22-bd5d22890abd,"输入: deta-饱和水汽压-温度曲线上的长书斜率(REAL), Ila-叶面积指数(REAL), K-冠层消光系数(REAL), Rno-冠层上方总净辐射(INT), rou-空气密度(REAL), es-空气饱和水汽压(REAL), ea-实际水汽压(REAL), ral-冠层周围空气的水汽扩散阻力(REAL), lemta-温度计常数(REAL), rst-叶气孔阻力(REAL), Cp-空气定压比热(REAL) | 输出: double-SPAC的水分通量(REAL)",,Water Flux Model From The Transpiration Surface To The Atmosphere
1458,292213f879ebbe8aef0aaef91832b80e,SPAC的水分通量模型,,aec24f38-18be-4881-ace8-ac5b738ae6f3,"输入: phis-水土势(REAL), phil-叶水势(REAL), Rs-水从土壤流到根表面的阻力(REAL), Rp-水流到通过植株体的阻力(INT) | 输出: double-SPAC的水分通量(REAL)",,Moisture Flux Model For SPAC
1459,e5ee8d135d6ee669b3715cb7e687be10,地上植物冠层的能量平衡模型,,42890d36-59a8-4e70-a24d-a4eda2d08fea,"输入: Ila-叶面积指数(REAL), K-冠层消光系数(REAL), rou-空气密度(REAL), Cp-空气定压比热(INT), Tl-叶温(REAL), Ta-气温(REAL), es-空气饱和水汽压(REAL), ea-实际水汽压(REAL), lemta-温度计常数(REAL), deta-饱和水汽压-温度曲线上的长书斜率(REAL), rst-叶气孔阻力(REAL), ral-冠层周围空气的水汽扩散阻力(REAL) | 输出: double-冠层上方总净辐射(REAL)",,Energy Balance Model Of Aboveground Plant Canopy
1460,700b24e75d96cad6b34fc6f22f223206,群体潜在蒸腾量,,2919396f-946e-46dc-bf96-e84d43106783,"输入: Q-第i生长阶段内的太阳辐射(REAL_ARRAY), J-第i生长阶段群体太阳能吸收量与叶面积指数的比例关系值(REAL_ARRAY), D-第i生长阶段的生长天数(REAL_ARRAY), n-生长阶段数(INT) | 输出: double-群体潜在蒸腾量(REAL)",,Population Potential Transpiration
1461,dd9677cabd581dba6a08663c025a3f3a,原始森林植被的面积与人口密度之间的关系,,504c84fc-b0d7-41b0-a8c1-48bbf910712b,输入: rou-人口密度(REAL) | 输出: double-n原始森林植被面积(REAL),,The Relationship Between The Area Of ​​primary Forest Vegetation And Population Density
1462,3f1d6fb322ec9c9a88038907f0016528,自然草场的累进减少量,,9c43bbc0-5d4d-4ca1-a8c9-7988b9006217,"输入: P0-总可用面积(REAL), a-模型参数(REAL), t-时间(REAL), tou-时间(REAL), Btou-在tou年份草场的灌丛侵蚀(REAL) | 输出: Bt-在t年份草场的灌丛侵蚀(REAL)",,Progressive Reduction Of Natural Pasture
1463,8ad8ff9a57099b2a01458c65836589b1,人口密度与时间的关系,,0294ca6c-a6e5-4f56-b36c-afa90cc1def0,输入: i-公元纪年(REAL) | 输出: double-人口密度(REAL),,The Relationship Between Population Density And Time
1464,fcac0f25363e23f635fad8dd61012637,n片叶组成的样本总体面积模型,,5095d2e8-87ce-47e9-911d-3d14eeaa6fcc,"输入: d-第i片叶的宽度(REAL_ARRAY), l-第i片叶的长度(REAL_ARRAY), n-叶片的数目(INT) | 输出: double-n片叶组成的样本总体面积(REAL)",,Sample Overall Area Model Composed Of N Leaves
1465,47cedd9868f74907ceedf580eb75fa4f,一片叶的面积模型,,15baa5d5-420d-4619-acb1-90868aa73e32,"输入: d-叶宽(REAL), l-叶长(REAL) | 输出: double-一片叶的面积(REAL)",,Area Model Of A Leaf
1466,9d12b6c8ff53375b3de8ddf70669d1dd,关系系数模型,,dc297e6f-3704-42ed-a76f-63010a6bada4,"输入: detaMin-各时刻间输沙量差的最小值(REAL), detaMax-各时刻间输沙量差的最大值(REAL), detaijt-各时刻间输沙量差(REAL), k-系数(REAL) | 输出: double-关系系数(REAL)",,Relationship Coefficient Model
1467,96c9de922237a0722116b5ebdb381d0f,Morisita指数,,9f922d28-08e8-4a8b-81fb-5e104d1771c3,"输入: N-样本总数(INT), n-第i个样品中动物的数量(REAL_ARRAY), x-总样品中动物数量的总和(REAL) | 输出: double-Morisita指数(REAL)",,Morisita Index
1468,ad183ebade81ea4dc6096523227a3ec3,平均拥挤度模型,,5f07e809-8c47-4b95-bb60-aa493d7c4350,"输入: x-相应参数(REAL_ARRAY), n-样本总数(INT) | 输出: double-扩散指数(REAL)",,Average Crowding Model
1469,7bb85a92af6e7ee6eb96727c9199fd89,扩散指数模型,,6fab36f5-16f0-4bfd-8257-bf7a37ec11a7,"输入: x-相应参数(REAL_ARRAY), n-样本总数(INT) | 输出: double-扩散指数(REAL)",,Diffusion Exponential Model
1470,6f60be13707952b6fd7f2ce4593d9d87,直射光通量,,5c2b6c2d-32d4-4879-ad3a-29226f0201ed,"输入: I0-直射光强度(REAL), alpha-坡度(REAL), beta-坡向(REAL), phi-地理纬度(REAL), w-时角(REAL), deta-太阳赤纬(REAL) | 输出: double-坡度为alpha、坡向为beta坡面上直射光到达量(REAL)",,Direct Luminous Flux
1471,aa1c86ee6209e54aae1c9c6c7de49984,土壤微生物呼吸速率的季节变化与土壤温度季节变化之间的一元回归方程,,460f7b2a-1900-43d4-b246-477c5e1406b4,输入: x1-土壤温度季节变化(REAL) | 输出: double-土壤微生物呼吸速率(REAL),,Univariate Regression Equation Between Seasonal Changes In Soil Microbial Respiration Rate And Seasonal Changes In Soil Temperature
1472,50b79ae3faa7f7ec4bf975fcc584b5fb,ECOTONE的脆弱度指标,,a14dbf6a-3579-444c-bea3-47b419fabacf,"输入: R-实际观测A交B交C的面积(REAL), Er-采用概率所计算的期望面积(REAL), MaxR-最大可观测到的重叠面积(REAL) | 输出: double-脆弱度指标(REAL)",,Ecotone’s Vulnerability Indicator
1473,0b30e8f4fea408d7b5c6681cafff5a3a,生态环境脆弱带的宽度指标模型,,4c6bd9c5-be71-462e-809f-80356c402681,"输入: x1-参数(REAL), rou1-参数(REAL), rou2-参数(REAL), x2-参数(REAL) | 输出: double-事实上的重叠带宽度(REAL)",,Width Index Model Of Ecological Environment Fragile Zone
1474,1dbd53f99128e993df03684b870634e2,降水量模型,,9b4de72b-a0c9-4a66-a414-01c1a7477e53,输入: A-反射率(REAL) | 输出: double-降水量(REAL),,Precipitation Model
1475,99f41a8a12358f0c8c598e876bc2c2b9,空气相对湿度模型,,93076782-efc0-49dc-8d30-20e66e38e2d9,输入: A-反射率(REAL) | 输出: double-空气相对湿度(REAL),,Air Relative Humidity Model
1476,6d84baf71beddcaafa5676e8f169975c,蒸腾的估算模型,,2e031d0d-dd14-4732-b4f2-d0f0d73e5503,"输入: Apie-冠层所接受的净辐射能(REAL), D-空气饱和差(REAL), rST-冠层总气孔阻力(REAL), L-汽化潜热随温度变化的斜率(REAL), deta-饱和水汽压随温度变化的斜率(REAL), rou-干空气的密度(REAL), Cp-干空气的比热(REAL), lemda-干湿球常数(REAL) | 输出: double-蒸腾量(REAL)",,Transpiration Estimation Model
1477,64ab183cd902238c5e32c84d0fc5d21d,某一光强下的光合速率模型,,4c56b412-2a90-42f7-83b5-4da2974383f2,"输入: Id-光强(REAL), A-常数(REAL), B-常数(REAL) | 输出: double-某一光强下的光合速率(REAL)",,Photosynthetic Rate Model Under A Certain Light Intensity
1478,a4ea4d6fcef92857ca3343e75e36c918,水下某深处的辐射强度Id模型,,9d087fe0-3881-4053-9904-91c6f04c9e5c,"输入: I0-水表面的辐射强度(REAL), D-水面下的深度(REAL), K-消光系数(REAL) | 输出: double-水下某深处的辐射强度(REAL)",,Radiation Intensity Id Model At A Certain Depth Underwater
1479,a8d7bf9350c15b52c0a2889e2e96d5b6,有效作用温度模型,,b54ca2e1-3c8f-4718-af26-e383550012fa,"输入: Ta-气温(REAL), re-当量热阻(REAL), pcp-热阻与热传导率之积(REAL), Qa-生物吸收的总辐射(REAL), epslon-相应参数(REAL), rou-相应参数(REAL) | 输出: double-有效作用温度(REAL)",,Effective Temperature Model
1480,938eae3482dd6cd87e04a8cfe6b6526a,热平衡方程,,21f1325a-9b46-4dfc-a3c6-5d092cbc7a6f,"输入: M-生物单位面积的代谢产热量(REAL), lemada-蒸发潜热(REAL), E-单位时间内所失去的水重量(REAL), rhb-身体热阻(REAL), re-当量热阻(REAL), rha-对流热阻(REAL), pcp-热阻与热传导率之积(REAL), T-温度(REAL), epslon-相应参数(REAL), rou-相应参数(REAL) | 输出: double-生物吸收的总辐射(REAL)",,Heat Balance Equation
1481,de5522f817bbe5232fa80b2e302a477d,热阻模型,,88e083ed-655f-4234-b174-7539f893d6b0,"输入: rhb-生物体热阻(REAL), re-生物皮肤外覆盖物热阻(REAL), rv-潜热散失的热阻(REAL) | 输出: double-热阻(REAL)",,Thermal Resistance Model
1482,9ca46b367ef4d22cb2becbac7602096e,种群分布界线的隶属度函数,,553b2f4a-7bbf-47cb-8322-db8387e80e18,"输入: xi-相应参数(REAL), a-由绵羊过渡的综合气候指标共同确定的值(REAL), b-由山羊过渡的综合气候指标共同确定的值(REAL) | 输出: double-种群分布界线的隶属度(REAL)",,Membership Function Of Population Distribution Boundary
1483,12dad8682008e45fe4a9988638b41115,生物与其环境的热平衡,,6e39eb40-58d0-4eeb-9e1a-42e9971bc877,"输入: Rabsorb-吸收的辐射热(REAL), Rdissipate-发射的辐射热(REAL), Hc-对流失热(REAL), Hk-传导传热(REAL), lemtaE-潜热损失(REAL) | 输出: double-代谢产生的热(REAL)",,Thermal Balance Between Organisms And Their Environment
1484,ee13f030cc4a33aab2cb9ec45259a5a7,生物体表面蒸发水分模型,,925ceeba-b5ca-4754-a0fd-9fe34bb61330,"输入: Ps-生物体表流动空气中的水汽分压(REAL), Pa-生物体周围流动空气中的水汽分压(REAL), rv-水汽蒸发时的阻力(REAL) | 输出: double-单位时间内蒸发的水分(REAL)",,Biological Surface Evaporation Water Model
1485,db01dca60e2f447a37196e99e34b1925,绝对温度与水气压的关系模型,,2c8cdcf3-feb6-45ce-998b-96dd00d2a27c,"输入: P-水汽分压(REAL), T-空气的绝对温度(REAL) | 输出: double-绝对温度(REAL)",,Model Of The Relationship Between Absolute Temperature And Water Pressure
1486,17031856f73c08beb8a5f8771bf9c116,传导热传递,,5da63890-b276-4823-a2a6-21ba6a27a393,"输入: hK-传导系数(REAL), A-传导面积(REAL), L-传导厚度(REAL), T1-生物表面温度(REAL), T2-环境基底温度(REAL) | 输出: double-单位时间与面积传导的热量(REAL)",,Conductive Heat Transfer
1487,ee56df2040702735c4b4333cb0c0f49c,对流热传导模型,,f88feabc-2e8e-4d9d-b201-72a2ca5f3873,"输入: hC-对流系数(REAL), A-对流表面面积(REAL), Ts-生物体表面的平均温度(REAL), Ta-生物体周围的空气温度(REAL) | 输出: double-对流热传导总量(REAL)",,Convective Heat Conduction Model
1488,a99cf81c74be1aa379940636ecbb16f7,长波净辐射量模型,,358d1d07-c779-4e83-bf33-a4662bfd4e4e,"输入: epslon1-生物发射率(REAL), epslon2-环境的发射率(REAL), T1-相应的绝对温度(REAL), T2-相应的绝对温度(REAL), rou-常数(REAL) | 输出: double-长波净辐射量(REAL)",,Longwave Net Radiation Model
1489,f04e0e040c4ce8eda2ce504e4373a325,物体吸收的辐射量R模型,,09c53267-2071-44fe-8957-656fb62d647a,"输入: A-表面吸收率(REAL), S-暴露于辐射下的表面积(REAL) | 输出: double-物体吸收的辐射量(REAL)",,The Amount Of Radiation Absorbed By An Object R Model
1490,4e6b2478a317a48e83a626c1a12ab166,发射的辐射能量模型,,6f2fefbe-9fd8-49c4-9c61-2b43049dd660,"输入: epslon-发射率(REAL), rou-常数(REAL), T-辐射体的绝对温度(REAL) | 输出: double-发射的辐射能量(REAL)",,Emitted Radiant Energy Model
1491,edc61a4dd72f9cfdeff66407904a769d,根据年降水量计算的生物生产量,,4b26c9e3-4c52-4d75-af20-621e2a5c9da7,输入: P-年降水量(REAL) | 输出: double-根据年降水量计算的生物生产量(REAL),,Biological Production Based On Annual Precipitation
1492,af5da77e14d17452a9ba1f6656ffc882,根据年均温计算的生物生产量,,541897a1-c3cb-4935-a7b8-bebc2b59a7f6,输入: t-年均温(REAL) | 输出: double-根据年均温计算的生物生产量(REAL),,Biological Production Based On Average Annual Temperature
1493,3577cbaa7e5908a0116962f003b77b03,污染物地表浓度的高斯烟柱模型,,1450debc-6907-4b82-a7d4-9c8b08d8dae5,"输入: Q-污染源强度(REAL), x-水平风向距离(REAL), y-水平横风距离(INT), u-风速(REAL), rouy-横向的离差参数(REAL), rouz-垂直的离差参数(REAL), H-烟柱的有效高度(REAL) | 输出: double-污染物地表浓度(REAL)",,Gaussian Plume Model For Surface Concentration Of Pollutants
1494,b08e844b43ee3f9896cfab926c830216,最大光合作用对施肥的反应,,2462883f-1261-4767-b2e0-3102395d0d13,输入: P-磷施肥率(REAL) | 输出: double-最大光合作用对施肥的反应(REAL),,Maximum Photosynthesis Response To Fertilization
1495,accd0ddb5e69dc60459a0a23d5b07581,沼泽松中碳积累的模拟,,6168cd58-9d8f-4fdf-9790-9232c57e5817,"输入: M1-没有施肥时光合作用的最大比率(REAL), F-施肥相应函数(REAL), k1-限制碳积累的负反馈系数(INT), a1j-不变的线性转换系数(REAL_ARRAY), G2-数量(REAL), n-沼泽松的碳含量(INT), X1-参数(REAL) | 输出: double-沼泽松的碳含量变化率(REAL)",,Modeling Of Carbon Accumulation In Bog Pine
1496,f0f05e28abd0da1cb034fe6cca1e2e5a,植物热值模型,,9d4c12db-924a-40bf-ae49-9f13224ce4ba,"输入: T-校正后的实际温升(REAL), W-内筒水重(REAL), E-水当量(INT), G1-引火丝的热值(REAL), G2-酸的生成热(REAL), M-植物样品重量(REAL), detaW-水的比热校正(REAL) | 输出: double-植物样品的热值(REAL)",,Plant Caloric Value Model
1497,60122d72441ddaf4bb9d0876899a33d6,上行无散射模型,,89c5817c-9070-4f9c-9041-6f50f6c1b606,"输入: Th-该层的透射率(REAL), Ucj-j层上因h方向的短波辐射引起的向上辐射通量(REAL) | 输出: double-j+1层上因h方向的短波辐射引起的向上辐射通量(REAL)",,Upward Scattering-Free Model
1498,15bd03b721c527359997b9f22fe14035,下行无散射模型,,58af75b8-b59d-49c2-a4fb-eefa705f6260,"输入: Th-该层的透射率(REAL), Udj-j层上因h方向的短波辐射引起的向下辐射通量(REAL) | 输出: double-j+1层上因h方向的短波辐射引起的向下辐射通量(REAL)",,Downward Scattering-Free Model
1499,3e26bbfdb22a84a309748f6daa6a166c,冲积平原的输入负载模型,,ffec805b-c908-4d90-8df0-72be85a71f8c,"输入: L-在洪水期i中运移的物质的负载量(REAL_ARRAY), Qt-每年总的流失量(REAL), Q-在洪水期i中流失的体积(REAL_ARRAY), n-洪水期数(INT) | 输出: double-冲积平原的输入负载(REAL)",,Flood Plain Input Load Model
1500,ca15e07b0be614859864fec18e78fd50,辐射日总量模型,,caacfe8a-c7bb-4e8c-815f-0cb7a248b31a,"输入: Salphabeta-直接辐射量(REAL), Dalpha-散射辐射量(REAL) | 输出: double-辐射日总量(REAL)",,Radiation Daily Total Model
1501,aeecfa3ed59d6cac06e99f830efb47b7,散射辐射量模型,,40235843-1635-41fb-9437-59c7cccbe07a,"输入: D-到达水平面上的散射辐射通量(REAL), alpha-坡度(REAL) | 输出: double-散射辐射量(REAL)",,Scattered Radiation Model
1502,88b675caeaaa8b67218e52c1ee115fa6,直接辐射量模型,,3fbd6e93-f095-427b-bec9-df878af3f896,"输入: alpha-坡度(REAL), beta-坡向(REAL), t-太阳时角(REAL), phi-地理纬度(REAL), deta-太阳赤纬(REAL), I0-直射光强度(REAL) | 输出: double-直接辐射量(REAL)",,Direct Radiation Model
1503,a48c2a94fe15d507f0b176b7f394d000,街道绿化减噪模型,,f6aa434f-62b2-4cfb-9a81-7a9a88cfbd8b,"输入: d-噪声源至绿化带的距离(REAL), Z-林带带数(INT), Bm-林带宽度(REAL), Am-林带间距(REAL), beta-林带吸收系数(dB/m)(REAL) | 输出: double-通过林带和一定距离后噪声的衰减值（分贝）(REAL)",,Street Greening And Noise Reduction Model
1504,17ba89f81f253278f5d5e79e8e84b1af,相似系数模型,,f702175b-0964-410e-9f3b-92afcee8b8bd,"输入: djk-距离系数(REAL), M-适当的常数(REAL) | 输出: double-相似系数(REAL)",,Similarity Coefficient Model
1505,ed577fe44b27dec84f04077abcd4141c,斜面太阳辐射强度,,a6cc4f78-797f-47ff-be09-bbe4a5a0ef11,"输入: I0-与太阳光线相垂直于平面上辐射强度(REAL), alpha-坡度(REAL), beta-斜面方位角(REAL), phi-纬度(REAL), deta-太阳赤纬(REAL), W-地球自转角速度(REAL), t-时角(REAL) | 输出: double-斜面太阳辐射强度(REAL)",,Inclined Solar Radiation Intensity
1506,12955ac875528e020594e160936a0fcc,冷却系数,,bab4e4c7-3602-4dab-84e0-e67a188571eb,"输入: F-热传递器的冷却因素(REAL), t2-环境温度(REAL) | 输出: double-冷却系数(REAL)",,Cooling Coefficient
1507,b31932cc617a842d5fea346635b0538f,热传递器的冷却因素,,5a477870-f29d-4ebf-a8d6-bd697137f77c,"输入: C-某物体质量的比热(REAL), P-密度(REAL), V-体积(REAL), S-面积(REAL) | 输出: double-从燃烧中心点到引燃阵列中任意其他点所需的时间(REAL)",,Cooling Factors For Heat Transfer Devices
1508,d9e142ce1ee0e01e7fec43c97c9bf456,从燃烧中心点到引燃阵列中任意其他点所需的时间,,d2d781a3-1ae2-4fd7-8e05-6b68b4e3004a,"输入: C-常数(REAL), M-相应参数(REAL), e-椭圆模板的离心率(REAL), dxy-Y点至X点的距离(REAL), theta-Y方向偏离X方向的角度(REAL) | 输出: double-从燃烧中心点到引燃阵列中任意其他点所需的时间(REAL)",,The Time Required From The Center Point Of Combustion To Any Other Point In The Ignition Array
1509,1a898c5715c680c6c8d8b750c291e3c7,r-K扩散系统,,e8ae7239-aeb4-417a-8447-e446d06087b7,"输入: h1-参数(REAL), detaN1-参数(REAL), N1-参数(REAL), r1-参数(REAL), x-参数(REAL), P1-参数(REAL), a1-参数(REAL), a12-参数(REAL), N2-参数(REAL) | 输出: double-物种S在时间t的密度(REAL)",,R-K Diffusion System
1510,d31293933f4f09b3f99e83cd97e86b1e,土壤中残留农药R模型,,1b9d5869-6476-45ec-ad8b-77f64bcdfc5d,"输入: Q-当年施入土壤的农药(REAL), K-残留系数(REAL), n-施药年数(INT) | 输出: double-土壤中残留农药(REAL)",,R Model Of Pesticide Residues In Soil
1511,1d859da19fd70de4117df718a4f19e86,河流污染的相似系数,,3b668a74-11e8-4b43-b2d6-47da487b1e21,"输入: d1-采样点的指标(REAL), d2-采样点的指标(REAL), rij1-第i和第j采样点在定量指标和定性指标上的相似系数(INT), rij2-第i和第j采样点在定量指标和定性指标上的相似系数(REAL) | 输出: double-河流污染的相似系数(REAL)",,Similarity Coefficient Of River Pollution
1512,3eb2a31339d9f2cf9f1823bea6802a7a,种子散布距离,,e8ed9c2e-a6db-4941-8ca5-b8506b4c3cfe,"输入: V-种子在其弹出路线上平均时间内的平均风速(REAL), H-种子释放出来时的高度(REAL), Vf-种子的降落速度(INT) | 输出: double-种子散布距离(REAL)",,Seed Dispersion Distance
1513,f6fa5a1dddf18b1708bcbaab13638375,模拟氟化物在森林中的沉积,,13afbf9a-7b5a-4b48-abad-1ed9b025995b,"输入: s-氢氟化物的溶解性(REAL), Ca-氢氟化物的大气浓度(REAL), ra-空气动力学边界层阻力(INT), rs-气孔阻力(REAL), ri-内部阻力(INT), rc-表面表皮阻力(REAL) | 输出: double-到叶片表面的氢氟化物的流量密度(REAL)",,Modeling Fluoride Deposition In Forests
1514,1cf00c792b8e9f286c428eacd4abc5aa,物种-区域关系的变化分析方程,,19a58729-e0a1-4682-bbcf-1ab4ad268e5a,"输入: A-面积(REAL), c-正常数(REAL), z-正常数(REAL) | 输出: double-物种数量(REAL)",,Change Analysis Equations For Species-Area Relationships
1515,71c7634683fd2509f3ff42f5218e0a01,物种组成的变化可以通过植物差异系数来定量化,,d1ea8e89-73e8-4dfd-ba69-68ee40516e88,"输入: p1i-样方1中给定物种的重要性(REAL_ARRAY), p2i-样方2中同一物种的重要性(REAL_ARRAY), n-物种数(INT) | 输出: double-植物差异系数(REAL)",,Changes In Species Composition Can Be Quantified By Plant Dissimilarity Coefficients
1516,70d590aaf56a2706a4cffbb846f6978c,道路附近植被覆盖百分比的降低,,6d9b6b02-360f-4c9c-916a-276121a075c7,"输入: C1-样方1中的覆盖百分比(REAL), C2-样方2中的覆盖百分比(REAL) | 输出: double-道路附近植被覆盖百分比的降低(REAL)",,Reduction In Percentage Of Vegetation Cover Near Roads
1517,50b20629ee2eee92bde625cbf3c12ffd,每天的光合作用,,608e20cf-a0cd-4d91-9607-d2539981d101,"输入: SigmaPaRs-一天的总和(REAL), Rd-当平均组织温度为Td时，夜晚呼吸的CO2总量(REAL), Td-温度(REAL), T1-一天里的平均组织温度(REAL) | 输出: double-每天的光合作用(REAL)",,Daily Photosynthesis
1518,bb96b09c299847d5a64b370612ae9ead,净光合作用,,f1becdbb-ad36-4e5f-8efb-97f3b1b4be01,"输入: PaRa-24小时植冠和大气之间的CO2净交换(REAL), Rs-24小时中土壤微生物体使用的CO2总量(REAL) | 输出: double-净光合作用(REAL)",,Net Photosynthesis
1519,a73cac11fa4eb319fb0f365561942f31,植物生产量预测模型,,6bdf496c-40ef-481e-956f-1808340c116d,"输入: A-待定常数(REAL_ARRAY), T0-最佳温度(REAL), F0-最佳施肥量(REAL), W0-最佳水量(REAL), T-温度(REAL), F-施肥量(REAL), W-水量(REAL), n-选择参数(INT) | 输出: X-序参量(REAL)",,Plant Production Prediction Model
1520,851ef60ee8332f3a5de2698c50893a84,贴近度,,b38cf20d-2729-415c-a6b0-584299cd3fe2,"输入: mjuA-A集合元素(REAL), mjuB-B集合元素(REAL) | 输出: AB-几何元素贴近度(REAL)",,Closeness
1521,f157675bc82589c87ac5ca5438d603ca,产出模型,,da7da239-b720-4118-882e-eee66ea8ab8a,"输入: a-直接消耗系数(REAL_ARRAY), n-系统个数(INT), xi-总产出(REAL) | 输出: yi-最终输出(REAL)",,Output Model
1522,aa37f2f78448d9f192b42d12d5d315bf,投入模型,,25ee1da9-6aa2-4a4a-b12d-6f9c1e4d0f32,"输入: b-直接投入系数(REAL_ARRAY), n-系统个数(INT), uj-总投入(REAL) | 输出: zj-系统外输入(REAL)",,Investment Model
1523,5dda2db0b357cefca43f7b8e3dae01e8,模型的收敛,,cdd468c5-5f66-4d7d-97a3-04a38cf79670,"输入: L-年数(INT), xN-第N次运行的平均反应(REAL_ARRAY), xN1-第N-1次运行的平均反应(REAL_ARRAY) | 输出: Rho-收敛度(REAL)",,Model Convergence
1524,17fafadaee655d7f1c41f3a87e0f4c53,指示变量的灵敏度,,7952eae3-6f72-4182-849e-59d0edb70c87,"输入: ppnew-松树基部新的面积密度(REAL), ppold-松树基部老的面积密度(REAL), mjupold-模型的输入参数(REAL), mjupnew-模型的输入参数(REAL), mjuold-模型的输入参数(REAL) | 输出: Gamma-指示变量的灵敏度(REAL)",,Indicates The Sensitivity Of The Variable
1525,a6e8a05522ad0c55a272dddf0a4f8c1f,乱流扩散公式,,e97d223f-2183-4a5d-841a-43391ff8602a,"输入: rho-空气密度(REAL), kw-水汽乱流扩散系数(REAL), q_z-比湿梯度(REAL) | 输出: PhiE-水汽扩散通量(REAL)",,Turbulence Diffusion Formula
1526,c4d40ae40d1d8a58f2452fdd0a7af9f0,风险模型,,e177f2af-5a17-42a8-ad46-51d002fcc84b,"输入: Lamda-风险源对区域生态风险作用的权重值(REAL_ARRAY), Pj-风险小区内j类风险源发生的概率(REAL_ARRAY), Rek-风险小区内生态指数(REAL), Rfk-风险小区内脆弱度指数(REAL), N-生境个数(INT) | 输出: Rk-风险参数(REAL)",,Risk Model
1527,b2d88b184b5869df282563fa36491474,生态指数模型,,9e3bc46b-e8eb-41f0-b6c1-60a499f2d145,"输入: Lamda-各指标权重(REAL_ARRAY), Ui-i类生境的各种指标(REAL_ARRAY), N-生境个数(INT) | 输出: Ei-生态指数(REAL)",,Ecological Index Model
1528,4156fd7e8c79784262e7145bb1e8e910,小橡树死亡可能性对数回归模型,,52fb9504-ff08-4b2a-9f14-73cc026a88c6,"输入: PAI-在一个特定的火灾频率及树径的自然对数(REAL), F-1984到1995年中观测到的火灾指数(REAL), D-树的胸径自然对数(REAL) | 输出: bool-是否相等(INT)",,Logistic Regression Model Of The Probability Of Death Of Small Oak Trees
